Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4561,4918,4918,52559,41300,0.73,3566,54099,46240,0.17,851,-499,-491,4918,55254,43469,4918,2534,601,0.13,640,73951,26950,0.13,619,55769,15012,0.74,3618,15041,9412,5580,128588,53397
4562,5400,5400,52883,37762,0.64,3473,54935,42520,0.17,911,-136,-177,5400,55561,39992,5400,2218,400,0.15,795,262807,30849,0.14,775,246576,15267,0.69,3725,16841,9043,5994,155523,56364
4563,5340,5340,49533,37040,0.68,3610,50677,42224,0.15,821,1564,86,5340,52129,38835,5340,2289,429,0.11,607,78985,31611,0.11,607,57526,15513,0.69,3686,14762,8367,5999,173032,58213
4564,7093,7093,52981,40846,0.72,5098,52870,44999,0.17,1209,-824,-813,7093,55426,42974,7093,2336,580,0.1,736,59111,26674,0.1,716,38598,11786,0.73,5193,15480,8888,8046,153230,58184
4565,8311,8311,46508,36968,0.68,5680,48665,41498,0.14,1150,337,135,8311,48718,38735,8311,2128,460,0.12,1027,69719,30305,0.12,986,48108,12617,0.7,5794,12814,7466,9576,137523,52153
4566,5576,5576,59070,37580,0.58,3213,54398,43220,0.18,1015,2818,265,5576,62097,39427,5576,2775,409,0.1,583,97772,33955,0.1,568,70338,16526,0.67,3756,21196,9262,6191,265981,74249
4567,7939,7939,64274,39543,0.62,4927,54748,40849,0.19,1526,1017,928,7939,67953,41967,7939,3387,470,0.14,1114,98586,30598,0.13,1063,67584,13382,0.71,5622,23255,9542,9149,256082,51315
4568,2239,2239,47521,36582,0.69,1551,52553,43669,0.15,337,-93,-606,2239,49675,38153,2239,2051,485,0.13,297,50573,23395,0.13,281,37468,14484,0.69,1544,13690,8516,2525,121093,60431
4569,934,934,42583,34605,0.7,650,47603,40082,0.11,107,204,-193,934,44466,36004,934,1733,340,0.17,159,41550,27183,0.17,155,29847,16089,0.66,616,12143,7639,1094,105089,43608
4570,21967,21967,43934,36691,0.74,16241,48932,42871,0.14,3008,-691,-548,21967,46021,38292,21967,1908,440,0.1,2223,70010,27682,0.1,2195,56961,17101,0.68,15002,12024,8019,25617,108043,45083
4571,464,464,39201,30170,0.64,295,47854,39720,0.17,79,2259,1296,464,41197,32537,464,1615,250,0.16,72,35783,22594,0.17,78,26859,10853,0.6,279,11693,7499,526,125992,49924
4572,2748,2748,62058,43818,0.71,1961,57851,46220,0.19,531,-482,-383,2748,65385,46436,2748,3226,636,0.09,260,72565,25410,0.09,238,48345,10702,0.75,2056,20090,10297,3109,185310,52782
4573,17831,17831,54991,41555,0.72,12901,56361,46317,0.16,2831,-1034,-633,17831,57678,43595,17831,2575,608,0.13,2280,71426,29035,0.12,2184,49010,12837,0.74,13164,16389,9559,19618,145137,56582
4574,770,770,43786,35085,0.67,518,50684,42224,0.17,128,-240,92,770,46305,37073,770,1915,362,0.13,100,93954,31953,0.13,100,76181,18468,0.68,523,12238,7396,897,114643,43107
4575,16005,16005,61543,43526,0.72,11455,58983,48218,0.17,2774,-1858,-1386,16005,64578,46079,16005,2951,664,0.09,1508,84544,30815,0.09,1433,56746,14993,0.75,11940,19814,10403,17661,168958,58756
4580,1894,1894,37740,27435,0.58,1092,43725,35633,0.14,274,828,265,1894,39545,28610,1894,1678,273,0.09,165,62530,28805,0.08,157,43848,14619,0.57,1071,11210,6274,2380,120022,46812
4581,747,747,42924,34192,0.67,497,46982,42451,0.16,120,1147,534,747,45038,36328,747,1989,342,0.1,71,86149,42888,0.09,68,73135,32507,0.65,484,12358,7220,939,144010,46068
4600,399,399,37511,31207,0.66,262,47105,39293,0.12,46,593,-76,399,39824,33392,399,1985,361,0.11,44,48581,23994,0.11,43,53385,24789,0.61,245,11290,7138,477,100592,47758
4601,582,582,35033,27796,0.6,349,43959,39749,0.12,71,1992,731,582,38488,31407,582,2038,154,0.19,112,98983,55292,0.2,114,88556,43405,0.59,346,11410,5566,698,81650,28505
4605,1929,1929,39104,34669,0.74,1425,45390,42337,0.11,218,76,-226,1929,41237,36664,1929,1779,385,0.09,180,68166,29011,0.09,180,65786,29308,0.66,1281,9986,7101,2373,93818,36969
4606,1231,1231,41076,38366,0.74,915,47345,44034,0.09,115,-487,-159,1231,43398,40198,1231,1944,525,0.1,122,64994,40404,0.1,124,53754,30682,0.69,849,10427,7587,1385,93771,48796
4608,449,449,43100,36369,0.73,328,45991,40514,0.15,68,-1273,-452,449,46257,37665,449,2394,500,0.15,69,63805,45237,0.16,72,56171,47842,0.69,309,11465,8107,481,116828,52150
4610,7631,7631,48468,40201,0.78,5949,54409,46374,0.14,1041,-820,-672,7631,50829,42228,7631,2065,531,0.09,697,73549,29322,0.09,712,63624,24830,0.71,5428,13810,9114,8622,122198,51255
4611,68,68,22524,23526,0.6,41,37668,33086,0.09,6,913,-168,68,26913,28368,68,2499,350,0.09,6,432520,39888,0.09,6,513622,64826,0.5,34,7733,3285,79,62832,21792
4612,149,149,27617,22229,0.5,75,44294,40976,0.12,18,2168,2471,149,30592,24625,149,1577,96,0.18,27,71248,41001,0.19,29,72402,43777,0.48,72,8886,6230,139,121502,60416
4613,331,331,31823,27946,0.61,202,45232,40968,0.09,30,-5168,-235,331,34612,29202,331,1743,181,0.15,50,111459,44102,0.16,53,101059,44714,0.55,181,9960,7104,397,82401,31901
4614,503,503,40043,33789,0.7,351,49477,42078,0.15,77,676,387,503,41984,34433,503,1700,371,0.13,65,44167,21732,0.12,62,48758,25273,0.63,317,11147,6735,606,90411,39850
4615,3069,3069,43474,35934,0.73,2240,50918,43550,0.12,376,111,17,3069,45508,37455,3069,1815,420,0.11,331,65509,26245,0.11,330,62012,21852,0.66,2037,12022,8046,3708,103333,39783
4620,207,207,36684,32281,0.56,115,44401,40037,0.12,24,1066,746,207,39430,34705,207,1992,238,0.21,43,32717,16269,0.21,44,34576,11744,0.62,128,9746,6734,212,94233,46628
4621,814,814,36481,29414,0.64,525,45616,39524,0.11,88,290,-412,814,39471,31407,814,1458,264,0.15,120,70363,39170,0.15,124,62518,38818,0.57,461,10820,7271,904,98948,46459
4625,1570,1570,39901,35036,0.77,1213,40705,36000,0.11,174,462,158,1570,42345,36633,1570,1888,305,0.12,194,113932,37960,0.12,193,100829,25733,0.72,1132,9799,6060,2103,88042,24593
4626,1310,1310,37474,33132,0.72,948,40807,37282,0.1,128,529,-160,1310,40555,36306,1310,1814,300,0.12,163,106563,30935,0.12,162,97654,28615,0.69,905,9829,6512,1920,84456,11500
4627,346,346,38189,33501,0.52,181,46420,39363,0.1,33,-533,-768,346,40945,35898,346,1876,150,0.19,65,91051,46810,0.2,68,73644,24224,0.63,218,10927,7607,396,101624,41954
4630,1293,1293,41447,32902,0.63,811,48416,40615,0.1,131,2544,133,1293,44244,35467,1293,1857,231,0.17,221,94859,38464,0.18,227,81696,33763,0.64,826,11856,6977,1294,112876,51787
4650,15290,15290,44812,38327,0.75,11459,49631,44928,0.13,1965,-294,-482,15290,46520,39766,15290,1624,419,0.07,1122,71253,26334,0.07,1106,57334,17920,0.69,10593,12029,8682,18389,124643,57183
4655,29324,29324,46759,37306,0.72,21254,50677,43328,0.13,3948,-510,-956,29324,48823,39094,29324,2002,484,0.08,2296,76042,29100,0.08,2248,54632,14985,0.69,20242,13174,8105,34343,122876,52259
4659,1994,1994,40271,32294,0.64,1286,47575,41787,0.13,259,-206,555,1994,42212,34310,1994,1763,300,0.07,145,56108,29400,0.07,145,39751,16815,0.61,1217,11427,7210,2476,135868,63055
4660,3603,3603,42339,33145,0.68,2457,47237,39780,0.14,510,-368,-434,3603,44196,34611,3603,1581,300,0.08,300,91657,29362,0.08,290,80468,19391,0.64,2294,12451,7673,4389,120188,42291
4662,292,292,43055,34084,0.68,200,50095,45295,0.11,33,-2244,-851,292,44929,35250,292,1764,408,0.09,26,62892,23921,0.08,24,46791,15898,0.65,190,12145,7686,360,89519,36628
4670,41212,41212,48152,39336,0.77,31776,50776,44282,0.13,5377,-823,-897,41212,50266,40923,41212,1915,447,0.07,2801,106532,31800,0.07,2762,82967,18012,0.72,29582,13473,8658,49255,119089,46765
4671,2819,2819,39090,29680,0.69,1935,48927,39448,0.11,319,180,0,2819,41265,31190,2819,1711,300,0.1,291,67774,25075,0.1,295,66069,22073,0.59,1672,12472,7327,3407,87550,35041
4673,333,333,42142,35487,0.69,229,51113,44687,0.18,60,1466,748,333,43989,36590,333,1686,335,0.1,34,71267,22708,0.11,36,57218,19858,0.63,211,12583,7745,401,90524,54679
4674,690,690,39964,29512,0.66,452,50886,39426,0.17,120,-552,-597,690,42110,31616,690,1841,300,0.13,92,50786,27149,0.14,94,49687,22782,0.59,404,13333,7835,837,107058,49200
4676,100,100,47749,28077,0.47,47,54221,43151,0.13,13,356,120,100,50127,30158,100,2008,153,0.21,21,104187,50290,0.21,21,95857,40913,0.56,56,18440,8125,124,112391,37179
4677,2012,2012,49369,33324,0.68,1365,57185,41960,0.19,376,-3469,-1795,2012,51449,35182,2012,1832,384,0.13,257,71751,25700,0.12,245,62498,18328,0.65,1317,16065,9057,2400,123686,52414
4678,469,469,55656,40383,0.72,337,68565,59382,0.16,75,-3077,-739,469,57991,42484,469,2041,472,0.13,63,51999,30000,0.13,62,44985,31388,0.67,313,19707,14721,560,167466,88897
4680,29429,29429,67371,52622,0.85,24944,73779,61991,0.17,4864,-7970,-5292,29429,69631,54997,29429,2153,817,0.05,1542,80031,25268,0.05,1502,63619,16678,0.76,22495,21765,15996,35386,138499,64700
4694,128,128,58763,40277,0.75,96,66000,53562,0.13,17,-4117,-3857,128,61098,42194,128,1457,374,0.12,15,96945,35853,0.12,15,91028,37957,0.75,96,18048,12211,172,118204,62797
4695,532,532,59296,50120,0.83,441,73531,67951,0.16,85,-6309,-4434,532,61515,51706,532,1883,707,0.11,58,33047,18750,0.11,61,35319,22423,0.71,379,19817,16394,671,132645,77085
4699,242,242,50320,38228,0.66,159,64137,53422,0.15,36,-949,235,242,52789,40574,242,1915,398,0.17,41,61392,32485,0.18,43,61501,29368,0.66,159,16979,12405,280,114000,66175
4700,8920,8920,61224,48436,0.83,7396,61056,52577,0.14,1286,-2734,-2036,8920,64161,50340,8920,2669,660,0.07,635,125188,37535,0.07,619,76148,20640,0.78,6945,18287,11862,10990,142563,55221
4701,23195,23195,56780,48386,0.85,19794,59403,52748,0.12,2754,-3453,-2522,23195,58812,50218,23195,1930,620,0.05,1269,95435,30151,0.05,1234,71641,18558,0.78,18188,15732,11304,27344,129681,57816
4702,15242,15242,55422,45880,0.79,12036,61816,52638,0.13,1982,-2387,-2128,15242,58290,48319,15242,2143,615,0.1,1501,120865,35374,0.1,1501,108716,29754,0.75,11412,16668,11723,17363,120264,57628
4703,13174,13174,60570,46458,0.79,10403,64875,52930,0.16,2080,-2679,-2103,13174,63096,48390,13174,2292,674,0.08,996,156412,28464,0.07,971,138658,17160,0.75,9926,18659,12637,15122,166704,71295
4705,245,245,79385,40756,0.52,127,51486,44723,0.17,41,-2561,-2853,245,93187,47279,245,5857,351,0.18,44,219193,61580,0.18,44,167947,53891,0.69,168,39085,9153,239,120959,54991
4707,112,112,48326,40461,0.64,72,65387,56488,0.13,15,-3652,-95,112,52432,44152,112,2137,666,0.16,18,120776,81900,0.16,18,103526,59192,0.64,72,18012,11585,133,101192,54204
4709,414,414,81856,61804,0.95,395,83366,65695,0.29,121,-9642,-6972,414,85635,64922,414,3341,2122,0.05,19,53871,23910,0.05,19,31698,18184,0.85,351,25644,17129,528,128138,62825
4710,2442,2442,56135,43349,0.77,1882,60884,50498,0.16,380,-3162,-2317,2442,58539,44938,2442,2174,544,0.06,151,81949,24016,0.06,146,66680,14980,0.72,1760,17382,11649,2886,148661,63849
4711,1056,1056,65439,53752,0.84,891,69286,57543,0.17,178,-3573,-2484,1056,68002,56042,1056,2270,790,0.06,67,126100,43603,0.06,65,108185,25142,0.8,847,19606,14678,1194,189358,101047
4712,222,222,52141,47174,0.71,158,56366,53168,0.17,38,-4326,-2822,222,68181,53111,222,3442,488,0.19,42,297930,72601,0.2,45,214734,38411,0.73,161,16765,13248,228,101738,51424
4713,256,256,43590,39326,0.88,226,42773,38724,0.02,4,-7080,-8868,256,44490,39964,256,848,290,0.01,2,237041,237041,0.01,2,151770,151770,0.77,196,9103,7117,426,30911,5751
4714,1049,1049,47188,40474,0.81,848,53688,46716,0.09,90,-2693,-2474,1049,48847,41223,1049,1643,498,0.07,73,52938,23421,0.07,77,43565,16622,0.71,749,12742,8924,1446,81916,35641
4715,4145,4145,63791,49982,0.82,3400,70439,56042,0.16,672,-4846,-3382,4145,66308,52056,4145,2208,788,0.09,378,103252,30551,0.09,378,94624,37840,0.78,3225,19881,12614,4660,144376,61759
4716,489,489,52069,42614,0.68,334,68436,55691,0.12,60,-4108,-2663,489,54613,45074,489,2152,470,0.16,77,86214,45350,0.17,82,93898,55414,0.69,339,16648,11981,530,137919,64659
4717,2543,2543,79823,70128,0.92,2335,85470,79364,0.24,599,-6935,-4484,2543,82381,72799,2543,2478,1180,0.05,134,62076,28593,0.05,128,62447,23290,0.83,2105,25359,22081,3125,116999,57917
4718,1190,1190,65226,51482,0.79,946,72441,58623,0.16,195,-3873,-2781,1190,68476,55749,1190,2912,958,0.11,126,89654,29652,0.11,126,90727,22644,0.76,907,21533,15238,1382,137883,57947
4719,615,615,46376,41455,0.67,414,55442,48075,0.13,79,-3751,-589,615,51188,45399,615,2643,384,0.16,99,128430,36801,0.17,102,118973,37933,0.7,428,14471,9966,673,137723,52113
4720,9023,9023,69836,54256,0.88,7902,71314,57754,0.19,1696,-5380,-4072,9023,72983,56805,9023,2633,944,0.07,605,87083,28124,0.07,600,71401,16872,0.81,7271,21697,14667,10893,112496,46376
4721,2162,2162,66216,51259,0.75,1619,67003,53587,0.19,406,-4365,-2838,2162,70190,54556,2162,3133,692,0.12,255,84138,27361,0.12,268,62839,16746,0.77,1674,21025,14401,2383,136520,59692
4722,1107,1107,60867,48367,0.67,742,61873,52624,0.17,193,-2814,-1917,1107,64976,52949,1107,2846,480,0.15,164,101400,38220,0.15,163,88496,31216,0.77,853,18364,12918,1167,140757,66230
4723,816,816,59090,50291,0.7,568,62619,52874,0.15,119,-3779,-3250,816,64339,52704,816,2804,548,0.13,103,118297,29604,0.12,101,112274,29578,0.74,605,19050,12793,898,117090,56318
4724,408,408,44757,45880,0.61,249,49952,46069,0.13,54,9103,-1226,408,50367,49254,408,2859,504,0.18,74,108121,34505,0.18,75,84917,23781,0.72,295,15546,10419,404,117577,63122
4725,870,870,51609,44754,0.78,679,53168,48320,0.16,136,-1220,-1548,870,55665,47402,870,2230,430,0.11,99,172492,47342,0.11,96,147755,35935,0.75,652,15316,10440,968,135802,63504
4726,248,248,33028,33110,0.61,151,43876,42328,0.11,27,1007,1026,248,35845,35288,248,1739,200,0.19,48,87777,43268,0.19,48,64290,32233,0.6,149,10317,8916,248,135031,42971
4727,175,175,33878,34951,0.66,115,45384,45546,0.14,24,-1639,-664,175,36551,36618,175,2109,191,0.16,28,60301,31504,0.17,30,51606,26702,0.61,107,10220,8514,203,93301,39932
4728,112,112,49473,39322,0.59,66,44088,42864,0.13,15,-898,-2317,112,52459,41106,112,2711,558,0.21,23,194533,49561,0.2,22,143588,39666,0.72,81,14007,8164,125,83717,42671
4730,2036,2036,51793,46910,0.81,1650,56040,50346,0.18,370,-2116,-1910,2036,55783,50018,2036,2491,605,0.11,226,127348,34597,0.11,224,115419,20889,0.77,1572,14610,10959,2311,124356,50986
4731,97,97,35638,31987,0.63,61,45662,41128,0.09,9,871,1055,97,39943,35567,97,1895,178,0.14,14,106988,88162,0.16,16,75363,39511,0.64,62,10073,5903,103,94580,34075
4735,664,664,52168,43238,0.67,442,51823,48810,0.1,65,-2810,-1843,664,55182,44616,664,2355,472,0.15,101,101766,35550,0.14,92,105490,17492,0.75,499,16133,9345,750,121866,52209
4737,4732,4732,61763,49626,0.81,3829,69808,58837,0.16,754,-5313,-3118,4732,64811,52007,4732,2290,780,0.06,268,72467,27464,0.06,268,62722,26224,0.77,3620,18919,13955,5519,142957,72418
4738,666,666,53226,42789,0.71,471,65084,52503,0.14,95,-4260,-1206,666,56065,45584,666,2037,451,0.1,69,61985,30855,0.11,74,59817,35626,0.7,467,17236,12772,753,153641,73179
4739,196,196,43476,35818,0.68,133,53193,43980,0.17,33,-5067,-3785,196,45141,36980,196,1621,200,0.18,35,51247,32207,0.18,35,50989,40411,0.63,123,13567,10080,195,99665,50659
4740,49374,49374,65590,52758,0.85,42023,68275,57161,0.15,7204,-5371,-3878,49374,68116,54818,49374,2443,853,0.05,2581,77393,27000,0.05,2557,54446,14098,0.8,39450,19535,13680,57173,137174,60607
4741,3862,3862,59981,46732,0.76,2941,68009,55904,0.17,664,-4359,-3164,3862,62554,49332,3862,2302,638,0.08,320,85968,27423,0.08,314,80708,29726,0.74,2865,19026,13271,4335,161010,80269
4742,576,576,64662,57019,0.74,425,69920,61495,0.15,87,-4345,-2474,576,68155,61158,576,3344,908,0.15,87,65857,26206,0.15,87,63716,18549,0.83,476,19576,14087,657,133060,58324
4743,262,262,81876,72008,0.94,245,86536,77580,0.24,64,-7472,-4808,262,84485,75276,262,2546,1154,0.04,11,44276,24779,0.03,9,37121,13812,0.84,219,25585,22373,342,105162,63153
4744,4948,4948,87903,75754,0.94,4627,93746,82241,0.26,1277,-8886,-6393,4948,91169,78969,4948,3112,1675,0.05,234,81653,20200,0.05,231,69036,16864,0.84,4157,28684,23770,5665,129385,68382
4745,1354,1354,80330,70030,0.89,1210,86567,75788,0.22,294,-8108,-5108,1354,83378,72002,1354,2875,1342,0.06,76,100442,20898,0.06,79,87390,20378,0.84,1133,25175,20658,1605,126805,60195
4746,871,871,89675,75719,0.89,776,95744,82158,0.26,227,-6746,-4239,871,93055,78736,871,3211,1595,0.08,67,65303,25276,0.08,68,60175,15210,0.82,717,30548,24891,994,126722,65598
4750,3224,3224,66588,53982,0.87,2803,70420,60000,0.15,489,-5215,-3286,3224,68999,56769,3224,2351,844,0.05,170,66666,29629,0.05,170,45856,12554,0.8,2575,19986,14862,3723,127628,62733
4751,2869,2869,67592,54919,0.85,2441,70472,59349,0.13,387,-3547,-2802,2869,70158,57402,2869,2459,907,0.05,151,67499,20257,0.05,149,55470,14053,0.81,2332,19966,14438,3160,142707,75809
4753,2551,2551,70170,58069,0.89,2261,74658,61965,0.15,373,-6083,-4032,2551,73022,60278,2551,2751,1095,0.05,136,73934,21765,0.05,135,65553,15573,0.83,2115,20589,15729,2797,126363,74235
4754,1288,1288,62101,49606,0.8,1026,69457,57204,0.11,146,-4171,-3703,1288,64550,51974,1288,2312,698,0.06,78,78484,32228,0.06,78,60097,21873,0.78,1005,18432,13192,1429,126268,67752
4756,365,365,51210,39133,0.69,253,61667,50673,0.12,43,-2941,-2334,365,53503,40937,365,1983,415,0.1,36,53848,23716,0.1,37,51745,20953,0.65,238,16870,11100,421,107660,48609
4757,189,189,48574,35195,0.72,137,56402,43165,0.18,34,-1725,-2731,189,50530,36722,189,1724,465,0.15,28,97843,35955,0.15,29,85799,36215,0.66,124,15593,11094,222,131853,73763
4798,462,462,55143,43580,0.69,318,63295,51114,0.15,69,-2056,-189,462,57691,46430,462,1934,448,0.1,48,62090,27826,0.1,44,55545,11926,0.71,330,17234,11354,513,145787,87800
4799,562,562,49674,37990,0.69,386,60240,47305,0.13,73,-231,-1058,562,53417,40662,562,1977,452,0.1,59,91931,32936,0.1,58,66394,15612,0.68,380,15570,9672,629,126563,59930
4800,5456,5456,54643,44190,0.77,4226,56757,48379,0.16,864,-2029,-1435,5456,57353,46382,5456,2434,638,0.1,536,86325,31644,0.1,532,68210,14129,0.76,4131,15357,10275,6240,129700,62055
4801,84,84,41135,38742,0.96,81,43340,39853,0.04,3,-3642,-4095,84,42604,39344,84,1470,420,0.01,1,450,450,0,0,0,0,0.82,69,7587,6718,174,28993,7555
4802,7160,7160,55917,44441,0.81,5786,54771,46583,0.16,1166,-2362,-1730,7160,58400,46646,7160,2407,750,0.12,825,87782,33782,0.11,803,65112,13451,0.8,5717,15224,8839,8725,93034,36197
4803,904,904,45830,44652,0.95,858,46038,45335,0.09,84,447,-1562,904,47350,45978,904,1486,628,0.03,26,77488,9100,0.03,26,60924,8001,0.89,801,9252,7453,1213,51455,13854
4804,1024,1024,61169,49876,0.83,845,65761,55339,0.13,136,-4597,-1976,1024,64278,52611,1024,2183,712,0.07,72,139442,28000,0.07,75,105027,22972,0.79,805,18287,12986,1229,123208,56908
4805,6238,6238,52263,39859,0.83,5148,54518,43160,0.13,812,-2373,-1568,6238,54882,41581,6238,2395,500,0.06,387,99192,35864,0.06,379,84074,22824,0.77,4773,14696,8383,8201,106916,33382
4806,2170,2170,51131,43824,0.74,1611,50532,44138,0.14,313,459,-219,2170,53429,46143,2170,2211,555,0.06,126,111754,52938,0.06,126,94795,23694,0.76,1657,13370,10152,2517,130130,56200
4807,6423,6423,53179,44794,0.79,5047,52918,46742,0.13,831,-938,-1102,6423,55870,46830,6423,2181,596,0.07,438,131550,46310,0.07,424,112183,25350,0.79,5056,14010,9824,7703,125926,50012
4808,678,678,52286,45480,0.75,510,55762,50784,0.14,96,913,-357,678,54971,48396,678,2309,734,0.08,52,79437,26457,0.07,50,65675,28430,0.76,515,13844,10490,742,165840,74111
4809,549,549,50918,45907,0.74,405,56146,50209,0.15,82,797,-168,549,53542,48628,549,2098,517,0.11,59,129709,33504,0.11,60,113938,34328,0.75,413,13873,10864,605,134298,66600
4810,13672,13672,68609,51932,0.83,11307,66538,55993,0.19,2583,-4429,-2928,13672,71625,54784,13672,2905,894,0.08,1109,111632,28646,0.08,1060,67997,14631,0.81,11011,21011,12825,16751,171744,60042
4811,7388,7388,60721,52172,0.88,6475,62707,56246,0.14,1017,-5931,-4201,7388,63272,54435,7388,2497,997,0.06,453,82277,28170,0.06,428,52880,15002,0.82,6052,16425,12290,8536,128382,64823
4812,10568,10568,57131,47322,0.83,8797,57566,51322,0.15,1560,-3093,-2844,10568,59252,49046,10568,2083,735,0.08,836,101245,34102,0.08,801,70984,16013,0.77,8168,16161,11019,12660,129487,56888
4814,25013,25013,57773,48231,0.85,21264,59706,53108,0.14,3461,-3896,-3029,25013,60014,50374,25013,2184,801,0.06,1571,87616,30000,0.06,1520,60651,14428,0.78,19472,16173,11721,29146,142541,60238
4815,10814,10814,52118,45802,0.85,9233,54431,50000,0.1,1072,-4112,-3360,10814,54100,47679,10814,1944,736,0.05,539,59373,27044,0.05,517,40672,12726,0.78,8402,13089,10042,12882,102482,47877
4816,4452,4452,53270,44120,0.77,3420,56771,49244,0.15,662,-3637,-2332,4452,56048,46137,4452,2100,531,0.09,407,76814,27134,0.09,405,59246,18629,0.73,3260,15273,10778,5434,123941,54433
4817,17830,17830,56857,50198,0.87,15522,59268,54413,0.13,2320,-4700,-3377,17830,59071,52304,17830,2151,878,0.06,1039,73505,29440,0.06,1006,51350,15204,0.81,14359,14788,11647,20522,131207,66631
4818,17543,17543,60471,53361,0.89,15692,61881,56855,0.12,2085,-5120,-3711,17543,62973,55711,17543,2429,1114,0.06,1021,85689,27497,0.06,1009,61519,13716,0.83,14609,15723,12221,19613,106118,59485
4819,1374,1374,44233,34508,0.66,900,47439,39220,0.19,259,-2287,-1036,1374,46105,35736,1374,1773,300,0.14,189,79141,31995,0.13,177,60353,15252,0.66,907,12201,6814,1682,146207,48985
4820,5156,5156,53206,45386,0.8,4117,58393,50748,0.14,738,-2210,-1614,5156,55996,47478,5156,2246,614,0.09,456,74628,24676,0.09,461,59992,17338,0.75,3852,15199,10843,6156,117672,56299
